label,summarydescription
0,Provide limit on phrase analysis in FastVectorHighlighter
0,JCR2SPI: add JNDI support
0,Root exception not logged in ClusterNode for ClusterException
0,Remove the unneeded cqfs dependencies
0,Get javadoc for the similarities package in shape
0,add ElisionsFilter to ItalianAnalyzer
0,New method on NodeTypeManagerImpl to reregister nodetypes
0,Add parser callback to GQL
0,Make tests using java.util.Random reproducible on failure
0,UAX29URLEmailTokenizer fails to recognize emails as such when the mailto: scheme is prepended
0,Change contrib tests to use the special LuceneTestCase(J4) constant for the current version used a matchVersion parameter
0,QValueFactory improvements
0,[PATCH] Use entrySet iterators to avoid map look ups in loops
0,clean up obselete information on the website
0,Site search powered by Lucene/Solr
0,Jackrabbit does not allow concurrent reads to the data store if copyWhenReading=false
0,spi2dav: create RepositoryFactory implementation
0,"DavMethods.POST should be public, not private"
0,[REFACTORING] FieldSortedHitQueue has too much duplicated code
0,Add a variable-sized int block codec
0,Various improvment to Path and PathImpl
0,[PATCH] Improved javadoc for maxClauseCount
0,Adding DerbyDataStore to handle proper close of the embedded database
0,remove deprecated classes from spatial
0,Remove RepositoryService exists()
0,"ClientPNames.VIRTUAL_HOST is used as is; if not provided, the port should be derived from the target URL"
0,TestIndexWriter.testOptimizeTempSpaceUsage fails w/ SimpleText codec
0,lucenetestcase ease of use improvements
0,add a test for PorterStemFilter
0,"Inconsistent, order dependant behaviour in HttpMethodBase.getResponse*"
0,EffectiveNodeType#getNamedNodeDefs returns array QItemDefinition instead of QNodeDefinition
0,Using explain may double ram reqs for fieldcaches when using ValueSourceQuery/CustomScoreQuery or for ConstantScoreQuerys that use a caching Filter.
0,ReadOnlyIndexReaders are re-created on every access
0,queryparser makes all CJK queries phrase queries regardless of analyzer
0,Add DataInput/DataOutput subclasses that delegate to an InputStream/OutputStream.
0,Upgrade to Tika 0.8
0,NodeTypeManagerImpl.hasNodeType should allow unknown prefixes
0,Filter to process output of ICUTokenizer and create overlapping bigrams for CJK 
0,Generate jar containing test classes.
0,Avoid element arrays in PathImpl
0,Add option to ReverseStringFilter to mark reversed tokens
0,Wrong javadoc on LowerCaseTokenizer.normalize
0,Remove WARN logs for missing text extractors
0,Improve jcr decorator in jcr-ext
0,Update the Highlighter to use the new TokenStream API
0,Demo HTML parser gives incorrect summaries when title is repeated as a heading
0,Make Jackrabbit compile on Java 7
0,Move & copy objects
0,Add a testing implementation for DocumentsWriterPerThreadPool
0,Avoid String.intern() when indexing
0,BytesRefHash#get() should expect a BytesRef instances for consistency
0,Better integration of the TestWebApp-HowTo into the documentation
0,Consider making HostConfiguration immutable
0,Support synonym searches
0,NodeEntryImpl.getWorkspaceId() very inefficient 
0,application-defined routes
0,Typo in PropertyDefinitionTemplate
0,create configuration on InputStream
0,Database persistence managers: log database and driver name and version
0,Remove QueryResultImpl and rename LazyQueryResultImpl to QueryResultImpl
0,WebApp: Ease first access for new users looking for a WebDAV server
0,Log / trace wrapper: upgrade to JCR API 2.0
0,Check for boundary conditions in FieldInfos
0,Decouple Filter from BitSet
0,MultiFieldQueryParser field boost multiplier
0,Lock test assumes that changes in one session are immediately visible in different session
0,jcr mapping layer does not expose node move and node copy via PersistenceManager.java
0,IndexOutput.writeString() should write length in bytes
0,InternalVersion.getFrozenNode confused about root version?
0,Add toString() or getName() method to IndexReader
0,TermsFilter: reuse TermDocs
0,Contrib CharTokenizer classes should be instantiated using their new Version based ctors
0,Fixes a handful of misspellings/mistakes in changes.txt
0,IntParser and FloatParser unused by FieldCacheImpl
0,Replace SegmentReader.Ref with AtomicInteger
0,Customizable Cookie Policy
0,add @experimental javadocs tag
0,Jcr-server: Report#init limits the Report interface to DeltaV compliant resources
0,Speedup CharArraySet if set is empty
0,"Add link to ""Benchmarking the HttpClient Caching Module"" article from Comcast Interactive Media"
0,test cases relying on Node.equals()
0,Build fails on system without X
0,Change visibility of getComparator method in SortField from protected to public
0,Javadoc - Field constructor with Reader needs comment about retained reference
0,[PATCH] Add StopFilter ignoreCase option
0,Add simple benchmarking tools for jcr2spi read performance
0,FastVectorHighlighter: support for additional queries
0,IntelliJ IDEA and Eclipse setup
0,Use covariant clone() return types
0,Update Lucene to 3.0
0,JSR 283: NodeType Management
0,VFS backed file system
0,"Reduce Fieldable, AbstractField and Field complexity"
0,Improvement to MultiValueCollectionConverterImpl to Map collections with element class Object.class
0,Windows specific implementation of the Digest auth scheme
0,MultiReader.norm() takes up too much memory: norms byte[] should be made into an Object
0,Cache jcr name to QName mappings
0,Move core QueryParsers to queryparser module
0,remove IndexDocValuesField
0,New MsOutlook Message Extractor
0,refactor HttpClientConnection and HttpProxyConnection
0,throw exception for fieldcache on a non-atomic reader
0,counter field in segments file is not documented in fileformats.xml
0,Remove superfluous comment in MMapDirectory.java
0,Improve InfoStream class in trunk to be more consistent with logging-frameworks like slf4j/log4j/commons-logging
0,Lucene's nightly Hudson builds don't have svn version in MANIFEST.MF
0,TestFieldsReader - TestLazyPerformance problems w/ permissions in temp dir in multiuser environment
0,move deletes under codec
0,FileDataStore Garbage Collector and empty directories
0,Add getPath method to Authorizable interface
0,"Send all variants' ETags on ""variant miss"""
0,Improve Javadoc
0,EnwikiQueryMaker
0,DatabasePersistenceManager & DatabaseFileSystem: try to gracefully recover from connection loss
0,LogMergePolicy should use the number of deleted docs when deciding which segments to merge
0,Add missing license headers
0,Add deprecated 'transition' api for Document/Field
0,HttpMethodBase.getResponseBodyAsString(long limit)
0,increase default maxFieldLength?
0,IP address of the server of a HttpConnection
0,Put everything in jackrabbit-spi-commons under org.apache.jackrabbit.spi.commons
0,[patch] Support for digest auth MD5-sess
0,remove DocsAndPositionsEnum.getPayloadLength
0,Weight is not serializable for some of the queries
0,Add args to test-macro
0,Disk full during addIndexes(Directory[]) can corrupt index
0,move HttpRoute and related classes to separate package
0,Allow random seed to be set in DeleteByPercentTask
0,CharArraySet.clear()
0,Make open scoped locks recoverable
0,allow tests to use different Directory impls
0,Use parallel arrays instead of PostingList objects
0,Change defaultValues format in NodeTypes XML to jcr value
0,Upgrade to Tika 0.6 and PDFBox 1.0.0
0,Favour QValue.getPath() over getString() where appropriate
0,Use Apache Codec 1.4
0,improve test coverage of multi-segment indices
0,Add support for benchmarking Collectors
0,Make not yet final core/contrib TokenStream/Filter implementations final
0,Change NumericRangeQuery to generics (for the numeric type)
0,XMLPersistenceManager fails after creating too many directories on linux
0,Clover setup currently has some problems
0,Possible slowdown of indexing/merging on 3.x vs trunk
0,BindableRepositoryFactory requires exact resource type
0,spi2davex NodeInfoImpl should use HashSet instead of ArrayList for childInfos
0,Error when registering nodetype with same propdef as supertype
0,Grouped total count
0,Bundle cache is not cleared when *BundlePersistenceManager is closed
0,Change default value for maxMergeDocs
0,Some concurrency improvements for NRT
0,A tokenfilter to decompose compound words
0,Avoid Maven 3 warnings
0,cipher
0,isHttp11 should have HttpClient scope
0,3.x backwards tests are using Version.LUCENE_CURRENT: aren't testing backwards!
0,Index Writer constructor flags unclear - and annoying in certain cases
0,FST apis out of sync between trunk/3.x
0,Easier way to run benchmark
0,Remaining reallocation should use ArrayUtil.getNextSize()
0,Internal Timeout Handling in the TransactionContext is not XA Spec. conform
0,[PATCH] import cleanup
0,InstantiatedIndex - faster but memory consuming index
0,add Terms.docCount
0,[PATCH] documentation typo
0,RAMDirectory implements Serializable
0,Provide feedback mechanism to CredentialsProvider
0,JSR 283: Built-In Node Types
0,Add m2e lifecycle mappings for Eclipse Indigo
0,Release the OCM component
0,JSR 283: JCR Names
0,Unit tests do not fail if a ConcurrentMergeScheduler thread hits an exception
0,"add IndexWriter.removeUnferencedFiles, so apps can more immediately delete index files when readers are closed"
0,Deprecate/remove unused FileSystem features such as RandomAccessOutputStream
0,PrivilegeHandlerTest fails on Windows
0,msoffice text extractor for office 2007 files
0,add shortcut method to CndImporter which makes it easier to rereigster node types
0,Test tooling updates
0,Merge UUID to NodeId
0,Precompile JavaCC parsers in jackrabbit-spi-commons
0,Add plugable mechanism for import/export of webdav-server
0,Expose registered node types below /jcr:system/jcr:nodeTypes
0,Small improvements to ArrayUtil.getNextSize
0,Suggestion regarding NodeImpl and PropertyImpl in jackrabbit.core
0,TokenStream/Tokenizer/TokenFilter/Token javadoc improvements
0,Audit log
0,Wrong schemaObjectPrefix parameter in default repository.xml
0,Use jackrabbit-jcr-commons in jackrabbit-jcr-rmi
0,Upgrade to Maven 2
0,Demo HTML parser doesn't work for international documents
0,User configurable cookie policy
0,Add JCR-RMI documentation to the Jackrabbit web site
0,Benchmark's ContentSource should not rely on file suffixes to be lower cased when detecting file type (gzip/bzip2/text)
0,Allow (or bring back) the ability to setRAMBufferSizeMB on an open IndexWriter
0,Do not fulltext index jcr:uuid property
0,Change remaining contrib streams/filters to use new TokenStream API
0,Add cause to ItemStateException in BundleDbPersistenceManager.store()
0,Factor out ByteSliceWriter from DocumentsWriterFieldData
0,IndexWriter should prune 100% deleted segs even in the NRT case
0,Jackrabbit depends on Oracle driver for BLOB support in Oracle versions previous than 10.2
0,Javadoc: does not mention Expires; clarify validate
0,Mavenize Project
0,Improve aggregate node indexing code
0,IndexModifier has incomplete Javadocs
0,Add convenient constructor to PerFieldAnalyzerWrapper for Dependency Injection
0,Make MMapDirectory.MAX_BBUF user configureable to support chunking the index files in smaller parts
0,JSR 283: References and Dereferencing of Property Values
0,Tokenizers (which are the source of Tokens) should call AttributeSource.clearAttributes() first
0,Get rid of (another) hard coded path
0,Introduce daily integration test suite
0,Reintroduce NamespaceStorage
0,tests should run checkIndex on indexes they create
0,contrib/benchmark config does not play nice with doubles with the flush.by.ram value
0,reorganize contrib modules
0,Use a System.arraycopy more than a for
0,Index Splitter
0,Source packaging fails if ${dist.dir} does not exist
0,AccessControlManager#getApplicablePolicy should check for colliding rep:policy node
0,Review test cases and cross check with 1.0 specification
0,Support for transactions when using JCR over RMI.
0,"please log allocation of new connections to support debugging, testing"
0,Make all classes that have a close() methods instanceof Closeable (Java 1.5)
0,A handy utility class for tracking deprecated overridden methods
0,StopFilter should not create a new CharArraySet if the given set is already an instance of CharArraySet
0,"Move FuzzyQuery rewrite as separate RewriteMode into MTQ, was: Highlighter fails to highlight FuzzyQuery"
0,LocalTestServer and supporting classes should be available as a separate jar
0,Allow configuration of SO_LINGER
0,Consolidate ItemDef/QItemDefinition
0,Create docvalues based grouped facet collector
0,Too many open files when merging large index segments
0,"jcr-rmi maven ""site"" target fails"
0,DbDataStore: delete temporary files using finalize()
0,Improve Performance of DescendantSelfAxisQuery
0,Fix charset problems in XML loading in HyphenationCompoundWordTokenFilter (also Solr's loader from schema)
0,Standardize on a common mocking framework (either EasyMock or Mockito)
0,Deprecate NamespaceListener and AbstractNamespaceResolver
0,Resource association not compliant to JTA spec
0,pom.xml in sandbox/spi has wrong scm url
0,Coarser granularity of node type unregistration notifications
0,add spanquery support for all multitermqueries
0,Only load root node definition when required
0,loadURI compile error with Maven 1.0.2
0,QueryHandler should use lucene Input-/OutputStream implementations
0,Speed up NodeIndexer.isIndexed() check
0,Analysis for Irish
0,Break the spi2dav dependency to jcr-server
0,yank SegmentReader.norm out of SegmentReader.java
0,Avoid string concatenation in AbstractBundlePersistenceManager
0,javadocs creation has too many warnings/errors
0,Terms dict should block-encode terms
0,Maven artifacts for Lucene 4 are not stored in the correct path
0,WorkspaceUpdateChannel.updateCommitted logs too much
0,IndexWriter.getReader() allocates file handles
0,Minor typo in org.apache.commons.httpclient.Wire 2.0-rc1
0,Database Data Store: support database type 'mssql'
0,Avoid String.intern() for UUID terms
0,When thread is interrupted we should throw a clear exception
0,Use only the standard Maven repository for dependencies
0,analysis consumers should use reusable tokenstreams
0,HTTPClient doesn't send authentication header in threaded environment
0,Implement Connection Timeouts
0,Further parallelizaton of ParallelMultiSearcher
0,Add offsets to postings (D&PEnum)
0,Scorer.skipTo(current) remains on current for some scorers
0,Minor spi2dav ExceptionConverter improvements
0,SweetSpotSimiliarity
0,non-recursive MultiTermDocs
0,Config: make all elements in the security configuration optional
0,Improve Spatial Utility like classes
0,FastVectorHighlighter: support DisjunctionMaxQuery
0,Position based TermVectorMapper
0,JSR 283: Locking
0,Contrib: Main memory based SynonymMap and SynonymTokenFilter
0,Consolidate Lucene's QueryParsers into a module
0,consolidate FieldCache and ExtendedFieldCache instances
0,Make the extraction of Session UserIDs from Subjects configurable
0,remove Query.getSimilarity()
0,org.apache.http.impl.client.cache.memcached.MemcachedHttpCacheStorage uses URL as cache key - shouldn't.
0,IndexWriter has incomplete Javadocs
0,Add log information when node/property type determination fails
0,Convert NumericUtils and NumericTokenStream to use BytesRef instead of Strings/char[]
0,add shutdown() or logoutAll() method to TransientRepository
0,crank up faceting module tests
0,"optimize spanfirstquery, spanpositionrangequery"
0,client cache does not respect 'Cache-Control: no-store' on requests
0,TCK: NamespaceRegistryTest#testUnregisterNamespaceExceptions doesn't fail if expected exception isn't thrown
0,jcr2spi: reloading of invalidated nodes doesn't benefit from batch-read
0,CacheManager interval between recalculation of cache sizes should be configurable
0,[PATCH] FSDirectory create() method deletes all files
0,NodeBasedGroup#isMember(Principal) should have shortcut for the everyone group.
0,Add getIndexCommit method to IndexReader
0,Add Rewriteable Support to SortField.toString
0,cutover oal.index.* tests to use a random IWC to tease out bugs
0,MultiThreadedHttpConnectionManager never reclaims unused connectons
0,Remove unused method RedoLog.clear()
0,"Add User#changePassword(String newPw, String oldPw)"
0,Grouping module should allow subclasses to set the group key per document
0,Move jackrabbit/trunk/contrib to jackrabbit/sandbox
0,Missing jackrabbit-rmi-service.xml from jackrabbit-jcr-rmi-1.2.1.jar
0,Making Tokenizer.reset(Reader) public
0,Change Log-Level in DefaultIOListener
0,Generalize SearcherManager
0,Add ShingleFilter option to output unigrams if no shingles can be generated
0,add IndexReader.getUniqueTermCount
0,Try harder to prevent SIGSEGV on cloned MMapIndexInputs
0,wrong exception from NativeFSLockFactory (LIA2 test case)
0,Move XML QueryParser to queryparser module
0,Misleading exception message when re-index fails
0,Faster packaging of the standalone jar
0,lucene jars should include LiCENSE and NOTICE
0,replace text from an online collection (used in few test cases) with text that is surely 100% free.
0,Reintegrate flex branch into trunk
0,Bulgarian Analyzer
0,Deprecate IndexModifier
0,ShingleFilter benchmark
0,"Links in Section ""Example Code"" are broken"
0,fix generics violations in contrib/modules
0,Scan method signatures and add varargs where possible
0,shouldn't throw exception on bad cookies
0,EventFilterImpl should implement toString
0,factor CharTokenizer/CharacterUtils into analyzers module
0,NetscapeDraftSpec is too strict about cookie expires date format
0,Implement jcr-jackrabbit://... repository URIs
0,Cloned SegmentReaders fail to share FieldCache entries
0,Enhance Ingres persistence bundle to handle unicode
0,davex remoting has  a performance bottleneck due limit of 2 http connections
0,Spellchecker should take IndexWriterConfig... deprecate old methods?
0,David Spencer Spell Checker improved
0,Class DisjunctionSumScorer does not need to be public.
0,Move MutableValues to Common Module
0,TestTermInfosReaderIndex failing (always reproducible)
0,use isBinary cached variable instead of instanceof in Field
0,Better name and path factory exception messages
0,Remove geronimo JTA as a runtime dependency
0,"Variant spelling ""Trasaction"" and ""Transaction"" now in codebase"
0,connection wrapper prevents GC of TSCCM
0,HttpClient 'ParamBeans' for easier configuration
0,indexing-rules should allow wildcards for (global) property names
0,Remove jcr-commons dependency from jackrabbit-webdav
0,CacheClient Javadoc and Constants usage cleanup
0,SPI: Get rid of unused method ItemInfo.getParentId()
0,remove unused code in SmartChineseAnalyzer hmm pkg
0,Enable setting hits queue size in Search*Task in contrib/benchmark
0,HuperDuperSynonymsFilter™
0,Revise Weight#scorer & Filter#getDocIdSet API to pass Readers context
0,ConjunctionScorer tune-up
0,High memory usage on node with multi-valued string properties
0,IndexReader subclasses must implement flex APIs
0,Similarity.java javadocs and simplifications for 4.0
0,allow unsetting of DEFAULT_PROXY and FORCED_ROUTE parameters in the client stack
0,MatchAllDocsQuery to return all documents
0,[PATCH] new method expungeDeleted() added to IndexWriter
0,Initialization error of Junit tests with solr-test-framework with IDEs and Maven
0,reusing connections is unreliable
0,jackrabbit-webapp facelift
0,JSR 283: JCR Path
0,JSR 283 NodeType Management
0,Improve org.apache.lucene.search.Filter Documentation and Tests to reflect per segment readers
0,OracleFileSystem uses getClass().getResourceAsStream to load schema file
0,SerializationTest and AbstractImportXmlTest leak temporary files
0,Introduce SessionInfo parameter for AbstractRepositoryService.createRootNodeDefinition()  
0,exceptions from other threads in beforeclass/etc do not fail the test
0,Make it possible to configure Lucene Analyzer for SearchIndex
0,Typo in API_CHANGES_3_0.txt
0,bug form doesn't list latest version
0,SQL Azure support: clustered indexes
0,Add timing information to event delivery
0,Download: improve user experience
0,Add workaround for ICU bug in combination with Java7 to LuceneTestCase
0,ReorderReferenceableSNSTest failure
0,Append-only index updates
0,Support http URL inline authentication
0,Adding Event interface and isLocal()
0,Move some *TermsEnum.java from oal.search to oal.index
0,Adding a custom location header extractor method for RedirectStrategy.
0,add maxtf to fieldinvertstate
0,Add a document describing the HttpClient release process
0,Contrib Analyzer Setters should be deprecated and replace with ctor arguments
0,Change SortField types to an Enum
0,activity storage path
0,Log creation impairs performance
0,Typo in log output
0,Simple toString() for BooleanFilter
0,"""JCR levels"" link on http://jackrabbit.apache.org/doc/index.html broken"
0,Add ability to specify compilation/matching flags to RegexCapabiltiies implementations
0,wrong assumptions in test cases about lock tokens
0,WindowsDirectory
0,Add a field-filtering FilterAtomicReader to 4.0 so ParallelReaders can be better tested (in LTC.maybeWrapReader)
0,GData-Server - Website sandbox part
0,Add a new TestBackwardsCompatibility index for flex backwards (a 3.0 one with also numeric fields)
0,Allow whitespaces in base64 encoded binary fields of XML import files
0,Lucene Search not scalling
0,SnowballAnalyzer lacks a constructor that takes a Set of Stop Words
0,Cut Norms over to DocValues
0,Improve architecture of FieldSortedHitQueue
0,Distribution of commons classes
0,configurable User-Agent string
0,Jcr-Server Contrib: Remove JDOM dependencies
0,improved compound file handling
0,Unclosed sessions in test cases
0,Provide factory method to create DefaultHttpClient instances pre-configured based on JSSE and networking system properties
0,Enable passing a config into PKIndexSplitter
0,Litmus prophighunicode test failure on JRE 1.5
0,javacc ant task for contrib/misc precedence query parser
0,Move *.log files to target/
0,[PATCH] Some Field methods use Classcast check instead of instanceof which is slow
0,Unnecessary parsing of Name value
0,JSR 283: Introduce Event.getDate()
0,JSR 283: Repository Compliance
0,Inefficient growth of OpenBitSet
0,Jcr-Server: Improve implementation of DavResource#getProperty(DavPropertyName)
0,Can not subscribe
0,[PATCH] to remove synchronized code from TermVectorsReader
0,wildcardquery rewrite improvements
0,Make collecting group membership information lazy
0,augment logging information around CachingEntryCollector
0,Make license checking/maintenance easier/automated
0,AttributeSource/TokenStream API improvements
0,Missing log4j.properties file
0,Contrib queryparser should not use CharSequence as Map key
0,"Trunk fails tests, FSD.open() - related"
0,ConfigurationException constructors are package private
0,Better 'invalid format' exception messages for value classes
0,move intblock/sep codecs into test
0,Add test for Node.restore() may throw InvalidStateException
0,[PATCH] Decouple locking implementation from Directory implementation
0,Text extractor classes are obsolete in web
0,Change access to internal maps of HttpState to protected.
0,In J2SDK 1.5.0 (Tiger) enum is a keyword
0,Update link for javadocs from 1.0 to 1.3
0,Remove JakarteRegExCapabilities shim to access package protected field
0,better diagnostics when version storage is broken
0,Open IndexWriter API to allow custom MergeScheduler implementation
0,smartcn HHMM doc translation
0,"Change contrib/spatial to use trie's NumericUtils, and remove NumberUtils"
0,Unnecessary hasItemState() call in SessionItemStateManager
0,Review and potentially remove unused/unsupported Contribs
0,Bad transitive dependencies in commons-httpclient
0,Add bundle support for PostgreSQL
0,Multiple DIGEST authentication attempts with same credentials
0,MultiReader and ParallelReader accidently override doOpenIfChanged(boolean readOnly) with doOpenIfChanged(boolean doClone)
0,outdated information in Analyzer javadoc
0,Setting CONNECTION_TIMEOUT and SO_TIMEOUT on a per-method basis
0,Avoid exceptions thrown in finalize handler of RepositoryImpl constructor
0,rev. 169301: wrong directory name in build.xml
0,Automatic license header checking using the Apache Rat Plugin
0,Node.addNode() does not scale with increasing content
0,Remove timeout handling from TransactionContext
0,Build problem with StrictSSLProtocolSocketFactory
0,HttpParams doesn't document its key values
0,Fix buggy stemmers and Remove duplicate analysis functionality
0,optional norms
0,Document order of result nodes should be configurable
0,Patch for ShingleFilter.enablePositions (or PositionFilter)
0,Remove Author tags from code
0,Add support for query result highlighting
0,Let the AbstractISMLockingTest tests fail properly
0,SimpleAnalyzer and WhitespaceAnalyzer should have Version ctors
0,Incorrect slf4j-log4j12 dependency scope in spi-commons
0,Contributing a High-performance single-document main memory Apache Lucene fulltext search index.
0,Added New Token API impl for ASCIIFoldingFilter
0,Stop using BaseException
0,Revise NIOFSDirectory and its usage due to NIO limitations on Thread.interrupt
0,Skip sync delay when changes are found
0,Add import-export tool
0,"If setConfig(Config config) is called in resetInputs(), you can turn term vectors off and on by round"
0,Deprecate all String/File ctors/opens in IndexReader/IndexWriter/IndexSearcher
0,Implement QueryObjectModelFactory.fullTextSearch() in QueryManagerImpl
0,Code depends on Log4J directly
0,TimeLimitingCollector starts thread in static {} with no way to stop them
0,Support lower-/upper-case functions
0,MergePolicy should require an IndexWriter upon construction
0,Get rid of NonMatchingScorer from BooleanScorer2
0,TopDocsCollector should have bounded generic <T extends ScoreDoc>
0,Similarity javadocs for scoring function to relate more tightly to scoring models in effect
0,Core Test should not have dependencies on the Demo code
0,authentication order has changed from 1.4.x to 1.5.x
0,Make contrib/collation/(ICU)CollationKeyAnalyzer constructors public
0,ExtendableQueryParser should allow extensions to access the toplevel parser settings/ properties
0,Move to jackrabbit.apache.org
0,Simultaneous updates by multiple sessions might not appear in the journal
0,[API Doc] Compile performance optimization guide
0,remove _X.fnx
0,Jcr2Spi: Unneeded call to getPropertyInfo upon creating a new NodeState
0,IndexWriter.addIndexes can make any incoming segment into CFS if it isn't already
0,fileformats.xml doesn't document compound file streams
0,Support easy pre-authenticated login
0,Rename BaseMultiReader class to BaseCompositeReader and make public
0,BooleanQuery add public method that returns number of clauses this query
0,Add AttributeSource.copyTo(AttributeSource)
0,Benchmark contrib should allow multiple locations in ext.classpath
0,REFERENCE properties produce duplicate strings in memory
0,CookieIdentityComparator and CookiePathComparator could/should implement Serializable
0,Support only-if-cached directive
0,Minor changes to SimpleHTMLFormatter
0,Improved reusability of the JCA package
0,RepositoryLock does not work on NFS sometimes
0,Expose directory on IndexReader
0,[PATCH] Ant macro for javadocs and javadocs-internal
0,Excessive Arrays.fill(0) in DocumentsWriter drastically slows down small docs (3.9X slowdown!)
0,Remove old byte[] norms api from IndexReader
0,Logger (Category) names don't follow common pattern
0,Jcr2Spi: Avoid extra round trip to the SPI upon Node.getNode and Session.getItem
0,Upgrade to Lucene 2.0
0,Improve BufferedIndexInput.readBytes() performance
0,Support for single-workspace repositories
0,contrib/benchmark QueryMaker and Task Refactorings
0,RepositoryStub implementation in jackrabbit-core
0,Land DWPT on trunk
0,DirectoryTaxonomyWriter should throw a proper exception if it was closed
0,JCR2SPI: error level logging when cleaning up session locks 
0,Support DateTools in QueryParser
0,FieldCache should include a BitSet for matching docs
0,TRStringDistance uses way too much memory (with patch)
0,"Build with JDK 1.4, get many javadoc warnings"
0,Typo in repository.xml
0,make it possible to use searchermanager with distributed stats
0,Ability to ignore (reject) cookies altogether
0,Improve performance of simple path queries
0,There is no way to specify a different auth scheme priority for host and proxy
0,Configure the maven build for IDE project generation for IDEA and Eclipse
0,Allow setting the IndexWriter docstore to be a different directory
0,"Correct 2 minor javadoc mistakes in core, javadoc.access=private"
0,Jackrabbit web page scroll is slow with Firefox
0,A Linux-specific Directory impl that bypasses the buffer cache
0,potential memory leak when using ThreadSafeClientConnManager
0,Nuke SpanFilters and CachingSpanFilter (maybe move to sandbox)
0,Unnecessary assert in org.apache.lucene.index.DocumentsWriterThreadState.trimFields()
0,Improvement to UndefinedTypeConverterImpl to map super types effectively
0,GetReferencesNodeTest test assumptions
0,Create a Size Estimator model for Lucene and Solr
0,Improve name resolution
0,Move MemoryJournal from test to main
0,Return null for optional configuration elements
0,Remove dependency on Jackrabbit-core
0,DocumentsWriter.applyDeletes should not create TermDocs or IndexSearcher if not needed
0,jcr:like on node name
0,Reorganize Jackrabbit into 'core' 'api' and 'commons'
0,Modify LazyQueryResultImpl to allow resultFetchSize to be set programmatically
0,Consolidate Solr  & Lucene FunctionQuery into modules
0,Fix pulsingcodec to reuse its enums
0,misleading lack of javadoc in StringRequestEntity
0,Add open ended range query syntax to QueryParser
0,SQL Server support in clustering module
0,Occasional IndexingQueueTest failures
0,Improve multihome support
0,Stop storing TermsEnum in CloseableThreadLocal inside Terms instance
0,QueryObjectModelImpl should execute queries as SessionOperation(s)
0,Add user manager performance tests 
0,Default to anonymous access when no Credentials are given
0,Use Iterable<? extends UrlEncodedFormEntity> instead of List<? extends UrlEncodedFormEntity> in URLEncodedUtils.format and UrlEncodedFormEntity
0,Add Thread-Safety note to IndexWriter JavaDoc
0,"In IndexSearcher class, make subReader and docCount arrays protected so sub classes can access them"
0,Add a serializing content handler
0,RFC 2965 Support (Port sensitive cookies)
0,Properly close resources
0,Please add maven-notice-plugin to gump-trunk
0,Allow pseudo properties in query relation
0,Add a TypeTokenFilter
0,"back-compat tests (""ant test-tag"") should test JAR drop-in-ability"
0,Preserve whitespace in <code> sections in the Changes.html generated from CHANGES.txt by changes2html.pl
0,Interface TermFreqVector has incomplete Javadocs
0,GCJ build fails with JDK 1.5
0,javadocs very very ugly if you generate with java7
0,"Enhanced JCR remoting (extending webdav SPI impl, basic remoting servlet)"
0,Session leak in API test cases
0,make similarities/term/collectionstats take long (for > 2B docs)
0,Include the WebDAV litmus tests in the Jackrabbit integration tests
0,how-to deployment models
0,Sun hotspot compiler bug in 1.6.0_04/05 affects Lucene
0,Make observation polling time configurable
0,Add a isDeleted method to IndexCommit
0,All Tokenizer implementations should have constructors that take AttributeSource and AttributeFactory
0,Polish Analyzer
0,waitForResponse is using busy wait
0,Only load item definition when required
0,Add more unit on collection fields
0,Lock-less commits
0,Unit tests for HttpConn
0,upgrade icu to 4.8
0,Land DocValues on trunk
0,Contrib/Jcr-Server: Improve package structure
0,getDocValues should provide a MultiReader DocValues abstraction
0,unit tests should use private directories
0,Improve handling for missing text filter dependency
0,Improve reading of cached UUID for given document number
0,Clean up spi-commons pom.xml
0,Lower log level in o.a.j.jcr2spi.query.NodeIteratorImpl
0,FuzzyLikeThisQuery should set MaxNonCompetitiveBoost for faster speed
0,"The Field ctors that take byte[] shouldn't take Store, since it must be YES"
0,EntryCollector may log warning for inexistent item
0,Large fetch sizes have potentially deleterious effects on VM memory requirements when using Oracle
0,Open up org.apache.commons.httpclient.Base64 please
0,add an interface for plugable dns clients
0,Index update overhead on cluster slave due to JCR-905
0,TextFilterService uses Sun specific classes
0,Improve PhraseQuery.toString()
0,BaseTestRangeFilter can be extremely slow
0,Create enwiki indexable data as line-per-article rather than file-per-article
0," RAMDirectory(Directory dir, boolean closeDir)  constructor uses memory inefficiently."
0,Optimize refresh operations 
0,JSR 283 Node Identifier
0,Add a MBean method to programatically create a new Workspace.
0,[PATCH] remove unused variables
0,Avoid unnecessary index reader calls when using aggregate definitions
0,introduce QValue.getCalendar()
0,Cookie.compare(...) uses single instance STRING_COLLATOR to do blocking compares
0,Lazy Atomic Loading Stopwords in SmartCN 
0,SerializationTest leaks sessions
0,Enhance SnapshotDeletionPolicy to allow taking multiple snapshots
0,Add @Override annotations
0,[API Doc] Improve the description of the preemptive authentication
0,DisjunctionScorer
0,Deprecate and remove ShingleMatrixFilter
0,[PATCH] tests use 12 for month which is invalid
0,registerNodeType is not implemented in the CLI
0,JCR-RMI depends on commons-logging
0,Create new method optimize(int maxNumSegments) in IndexWriter
0,Move ReusableAnalyzerBase into core
0,Enable DocValues by default for every Codec
