label,summarydescription
0,Add method getID to interface ItemInfo
0,update tests so that both Query.XPATH and Query:SQL are treated as optional features
0,"The servlet-api dependency scope should be ""provided"" in jackrabbit-jcr-server"
0,speed up automaton seeking in nextString
0,[PATCH] to store binary fields with compression
0,Fix JFlex tokenizer compiler warnings
0,Make Jackrabbit compile on Java 7
0,Add option to ReverseStringFilter to mark reversed tokens
0,"Add next() and skipTo() variants to DocIdSetIterator that return the current doc, instead of boolean"
0,PackedInts does not support structures above 256MB
0,contrib.benchmark.quality package improvements
0,Make cache limits configurable
0,encoding of GermanAnalyzer.java and GermanStemmer.java isn't utf-8
0,Make getAttribute(Class attClass) Generic
0,"additional conditional compliance tests for the caching module for Content-Encoding, Content-Location, Date, Expires, Server, Transfer-Encoding, and Vary headers"
0,Add cause to ItemStateException in BundleDbPersistenceManager.store()
0,Promote ItemInfo builder classes from GetItemsTest to top level classes
0,nightly builds depend on clover
0,Preserving UUID and document version history on repository migration
0,shouldn't throw exception on bad cookies
0,TestIndexWriter.testOptimizeTempSpaceUsage fails w/ SimpleText codec
0,Create ChainingCollector
0,[OCM] Add unit tests with BundleDbPersistenceManager
0,Jcr-Server: Avoid xml parsing if request body is missing
0,Czech Stemmer
0,"Remove code duplication from Token class, just extend TermAttributeImpl"
0,Generify Security API
0,Analysis package calls Java 1.5 API
0,WebApp: Ease first access for new users looking for a WebDAV server
0,Enable bzip compression in benchmark
0,Try harder to prevent SIGSEGV on cloned MMapIndexInputs
0,Timeout for Session and/or Lock
0,Make FieldSelector usable from Searchable 
0,add missing name constants for mix:title
0,Remove old byte[] norms api from IndexReader
0,JCR-RMI depends on commons-logging
0,"""ant dist"" no longer generates md5's for the top-level artifacts"
0,add new snowball languages
0,HostConfiguration handling requires cleanup
0,Ability to group search results by field
0,Support synonym searches
0,Update slf4j
0,Allow controllable printing of the hits
0,don't try to cache a composite reader's MultiBits deletedDocs
0,serialVersionUID for AuthorizableExistsException
0,Better name and path factory exception messages
0,Database connection pooling
0,JSR 283: adopt CND syntax changes
0,MatchAllDocsQuery to return all documents
0,BoostingNearQuery must implement clone - now it clones to a NearSpanQuery - cloning is required for Span container classes
0,Bulgarian Analyzer
0,java.lang.Iterable support for RangeIterators
0,Change visibility of getComparator method in SortField from protected to public
0,Add configuration options for search manager
0,Document is partially indexed on an unhandled exception
0,RepositoryStatistics should be more flexible
0,Add getIndexCommit method to IndexReader
0,Avoid String.intern() when indexing
0,ChildNodeEntriesImpl.update logs incorrect errors
0,Remaining contrib testcases should use Version based ctors instead of deprecated ones
0,"Performance fix, when deserializing large jcr:binary in ValueHelper.deserialize()"
0,Rethrow exception with cause in BundleDbPersistenceManager
0,Minimize calls to PersistenceManager
0,Add getPath method to Authorizable interface
0,It's not possible to register event listeners that filters on mixin supertypes
0,SpecialOperations.isFinite can have TERRIBLE TERRIBLE runtime in certain situations
0,MTQ rewrite + weight/scorer init should be single pass
0,Speedup CharArraySet if set is empty
0,Analysis for Irish
0,Upgrade contrib/bdb-persistence to work w/Jackrabbit 1.3
0,cleanup contrib/demo
0,Provide fail-over for multi-home remote servers (if one server in a farm goes down)
0,A handy utility class for tracking deprecated overridden methods
0,"deprecate Document.fields(), add getFields()"
0,FieldInfos should be read-only if loaded from disk
0,MultiReader and ParallelReader accidently override doOpenIfChanged(boolean readOnly) with doOpenIfChanged(boolean doClone)
0,Field tokenStream should be usable with stored fields.
0,fix for Document.getBoost() documentation
0,TCK: AbstractImportXmlTest incorrectly assumes mix:referenceable can be added to created node
0,allow unsetting of DEFAULT_PROXY and FORCED_ROUTE parameters in the client stack
0,Sessions are not logged out in case of exceptions
0,Move tika-parsers dependency to deployment packages
0,Simple Google style query
0,Explicit management of public API
0,Index Writer constructor flags unclear - and annoying in certain cases
0,QueryParser should use reusable token streams
0,Rename contrib/queryparser project to queryparser-contrib
0,Make DefaultSecurityManager the default security manager (instead of SimpleSecurityManager)
0,Test must not fail if mixin cannot be added
0,Upgrade to Java 5 as the base platform
0,Revise PagedBytes#fillUsingLengthPrefix* methods names
0,"Make ""ant -projecthelp"" show the javadocs and docs targets as well"
0,jcr-server-webapp: RMI Registration unstable
0,Add configurable hook for password validation
0,Database Data Store: support database type 'mssql'
0,"Add narrow API for loading stored fields, to replace FieldSelector"
0,decorator enhancements
0,org.apache.http.impl.client.cache.memcached.MemcachedHttpCacheStorage uses URL as cache key - shouldn't.
0,[GSoC] Implementing State of the Art Ranking for Lucene
0,GQLTest fails occasionally
0,Change access to internal maps of HttpState to protected.
0,Bundle cache is not cleared when *BundlePersistenceManager is closed
0,TaxonomyReader/Writer and their Lucene* implementation
0,Authentication does not respond to stale nonce
0,Reduce exposure of nightly build documentation
0,Persian Analyzer
0,Improve architecture of FieldSortedHitQueue
0,Refactor the Mapper & DescriptotReader classes
0,[patch] javadoc and comment updates for BooleanClause.
0,Use out-of-process text extraction
0,Jcr-Server: missing-auth-mapping init parameter should have option for GuestCredential login
0,TextFilterService uses Sun specific classes
0,Add a new TestBackwardsCompatibility index for flex backwards (a 3.0 one with also numeric fields)
0,"back-compat tests (""ant test-tag"") should test JAR drop-in-ability"
0,Reduce memory usage of ParentAxisScorer
0,Add set/getLocalAddress methods to HostConfiguration
0,Scorer.skipTo(current) remains on current for some scorers
0,Remove ItemInfo.getName() since it is redundant
0,Log at debug level rather that info in CacheManager
0,FieldCacheImpl's getCacheEntries() is buggy as it uses WeakHashMap incorrectly and leads to ConcurrentModExceptions
0,FAQ document
0,Add Boosting Function Term Query and Some Payload Query refactorings
0,Fix NOTICE files to match consensus from legal team
0,Provide Readme's for subprojects jcr-mapping and jcr-nodemanagement
0,Cached filter for a single term field
0,TCK: ImpersonateTest#testImpersonate should allow LoginException
0,Cookie.compare(...) uses single instance STRING_COLLATOR to do blocking compares
0,[PATCH] add term index interval accessors
0,[PATCH] import cleanup
0,CachingSpanFilter synchronizing on a none final protected object
0,remove dependencies of XPathQueryBuilder on core Jackrabbit code
0,WebdavResponseImpl should cache TransformerFactory
0,Drop the Dumpable interface
0,Enable DataStore in default configuration
0,Incorrect outer join TCK tests
0,javacc on Win32 (cygwin) creates wrong line endings - fix them with 'ant replace'
0,Mandatory authentication prevents webdav client connections
0,Rename Analyzer.reusableTokenStream() to tokenStream()
0,HttpMethodBase.getResponseBodyAsString(long limit)
0,Similarity.lengthNorm and positionIncrement=0
0,small speedups to bulk merging
0,"improve termquery ""pk lookup"" performance"
0,rename jcr-browser contrib project
0,add IndexCommit.isOptimized method
0,Deprecate Spatial Contrib
0,"Add an option so skip the ""checkSchema"" methods"
0,Automatic staging of the non-Maven release artefacts
0,Incorrect Specification-Title headers in MANIFEST.MF
0,Test tooling updates
0,Update Spatial Lucene sort to use FieldComparatorSource
0,FST should allow controlling how hard builder tries to share suffixes
0,Add more unit on collection fields
0,Misleading method names in SetValueBinaryTest
0,more performance improvements for snowball
0,Move PatternAnalyzer out of contrib/memory to contrib/analyzers
0,CheckPermissionTest-testCheckPermission() doesn't allow config of node type to be created
0,"Speedup merging of stored fields when field mapping ""matches"""
0,short circuit FuzzyQuery.rewrite when input token length is small compared to minSimilarity
0,[PATCH] tests use 12 for month which is invalid
0,Land DocValues on trunk
0,Allow importing of ACL with unknown principals
0,Manage Lucene FieldCaches per index segment
0,Incorrect/incomplete product name in META-INF/NOTICE file
0,LargeDocHighlighter - another span highlighter optimized for large documents
0,Improve FileRevision extensibility
0,Automaton Query/Filter (scalable regex)
0,spi2dav: temp files are not clean up after batch submit
0,Exception may get lost in WorkspaceManager.OperationVisitorImpl.execute()
0,HTTPClient per default relentlessly spams to stderr
0,Cleanup 'good' queries code
0,Add workspace population tool
0,"Remove unused ""numSlotsFull"" from FieldComparator.setNextReader"
0,Make Lucene - Java 1.9.1 Available in Maven2 repository in iBibilio.org
0,[REFACTORING] FieldSortedHitQueue has too much duplicated code
0,Minor improvement to JavaDoc for ScoreDocComparator
0,Mating Collector and Scorer on doc Id orderness
0,NetscapeDraftSpec is too strict about cookie expires date format
0,"Issue LUCENE-352 was closed, but the patch there is not applied in the current trunk"
0,Automatic repository shutdown
0,Avoid unnecessary index reader calls when using aggregate definitions
0,Avoid INFINITE RECURSION when Object Model has cycles.
0,"Exclude system index for queries that restrict the result set to nodetypes not availble in the ""jcr:system"" subtree"
0,add @experimental javadocs tag
0,Summer of Code GDATA Server  --Project structure and simple version to start with--
0,Optimize refresh operations 
0,Minimize use of fields in lucene index
0,Field specified norms in MatchAllDocumentsScorer 
0,LoginModuleConfig should allow to specify principalProvider-name in addition to the class
0,set jcr:encoding when importing files into simple webdav server
0,add option to CheckIndex to only check certain segments
0,New utility: Journal walker for journal files
0,Minor typo in org.apache.commons.httpclient.Wire 2.0-rc1
0,CacheClient Javadoc and Constants usage cleanup
0,cipher
0,Selective disabling of checks in ItemValidator
0,Fix javadocs after deprecation removal
0,JSR 283: EventJournal
0,Reorganize Jackrabbit into 'core' 'api' and 'commons'
0,Data store garbage collection
0,Http Client give sme message when proxy/http endpoint is down
0,Tokenizers (which are the source of Tokens) should call AttributeSource.clearAttributes() first
0,jcr2spi: reloading of invalidated nodes doesn't benefit from batch-read
0,Some implementations require a save() after a mixin has been assigned
0,"Fix FuzzyQuery's defaults, so its fast."
0,Avoid exceptions thrown in finalize handler of RepositoryImpl constructor
0,Similarity#score deprecated method - javadoc reference + SimilarityDelegator
0,nuke IndexSearcher(directory)
0,JSR 283: Create RepositoryFactory implementation
0,Use a System.arraycopy more than a for
0,Provide More of Lucene For Maven
0,reorder arguments of Field constructor to be more intuitive
0,Implement jcr-jackrabbit://... repository URIs
0,Use StringBuilder instead of StringBuffer in benchmark
0,Specialize BooleanQuery if all clauses are TermQueries
0,typos on FAQ
0,Expert API to specify indexing chain
0,FastVectorHighlighter - expose FieldFragList.fragInfo for user-customizable FragmentsBuilder
0,jcr2spi: create ChangePolling thread on demand
0,JCR2SPI: add JNDI support
0,Typo in API_CHANGES_3_0.txt
0,IndexSplitter that divides by primary key term
0,allow an alg file to specify the default codec
0,[patch] Support for digest auth MD5-sess
0,Fix Hits deprecation notice
0,Convert PrecedenceQueryParser to new TokenStream API
0,Add preemptive authentication
0,Fix incorrect IndexingQueueTest logic
0,TCK: SerializationTest.helpTestSaxException casts ContentHandler to DefaultHandler
0,Add @Override annotations
0,"Remove rest of analysis deprecations (Token, CharacterCache)"
0,Avoidable synchronization bottleneck in MatchAlldocsQuery$MatchAllScorer
0,Remove some unused code in Surround query parser
0,"In AbstractImportXmlTest, a bug in getUnusedUri() causes URI length to grow too quickly, causing test to fail when using ORM-PM"
0,Split up IndexInput and IndexOutput into DataInput and DataOutput
0,TestIndexWriterDelete makes broken segments with payloads on
0,Registering multiple node types with the same name in a single file must fail
0,SimpleHttpConnectionManager is used incorrectly by tutorial code
0,Remove Searcher from Weight#explain
0,Move *.log files to target/
0,Add example test case for surround query language
0,Performance improvement in OpenBitSetDISI.inPlaceAnd()
0,Some typos in the English Manual
0,Need setURI() methods in HttpMethod interface
0,XSLT pretty-printer for JCR document view export files
0,deprecate ChineseAnalyzer
0,Remove JDOM dependency
0,WorkspaceUpdateChannel.updateCommitted logs too much
0,"The Field ctors that take byte[] shouldn't take Store, since it must be YES"
0,add numDocs() and maxDoc() methods to IndexWriter; deprecate docCount()
0,TCK: XPath order by test uses non-standard column specifier mechanism
0,benchmark pkg: specify trec_eval submission output from the command line
0,JCR2SPI: remove duplicate item states
0,Fix 2.9 contrib builds to succeed when JDK 1.4 is used (leaving out contribs that require 1.5)
0,Javadoc - Field constructor with Reader needs comment about retained reference
0,customize handling of 302 redirects
0,Fix pulsingcodec to reuse its enums
0,NodeAddMixinTest assumptions on addMixin behaviour
0,SimpleWebdavServlet: avoid 404 for the root collection
0,Improve random testing
0,Default to anonymous access when no Credentials are given
0,No need for NodeReferences in jcr2spi
0,Remove unused (and untested) methods from ReaderUtil that are also veeeeery ineffective
0,"When resolving deletes, IW should resolve in term sort order"
0,[PATCH] cleanup unwanted stream closing that isn't used
0,Use hash codes instead of sequence numbers for string indexes
0,[PATCH] Remove equals() from internal Comparator of ConjunctionScorer
0,Links Pointing to Javadocs Are Incorrect and Return 404
0,Add missing license headers
0,"Link javadocs of HttpClient, HttpCore and HttpMime"
0,"If test has methods with @Ignore, we should print out a notice"
0,Provide access to SSLSession in ManagedClientConnection
0,Basic support for fn:name()
0,[PATCH] Differently configured Lucene 'instances' in same JVM
0,Move listeners from item state to item state managers
0,yank SegmentReader.norm out of SegmentReader.java
0,Patch to JCR-RMI contribution adding Version/VersionHistory support
0,Update site lucene-sandbox page
0,Restructure codec hierarchy
0,"TopDocsCollector should be abstract super class that is the real ""TopDocsCollector"" contract, a subclass should implement the priority-queue logic. e.g. PQTopDocsCollector"
0,Remove or deprecate contrib/similarity
0,"CookiePolicy.registerCookieSpec(CookiePolicy.DEFAULT, <Some CookieSpec>); does not work as documented"
0,BytesRefHash#get() should expect a BytesRef instances for consistency
0,"""reproduce with"" on test failure isn't right if you manually overrided anything"
0,Searchability settings in PropertyDefinition
0,IndexWriter#addIndexesNoOptimize has redundent try/catch
0,Add support for simple test cases
0,Determination of property state difference should skip binary values
0,move log4j initialization out of RepositoryStartupServlet
0,URI uses  sun.security.action.GetPropertyAction
0,make sure no static loggers are used
0,Add link to irc channel #lucene on the website
0,"need members of MultipartRequestEntity to be ""protected"" instead of ""private"" to make it extendable for multipart/related"
0,Exception root cause is swallowed in various places
0,org.apache.lucene.ant.HtmlDocument added Tidy config file passthrough availability
0,Remaining reallocation should use ArrayUtil.getNextSize()
0,Non-standards configuration and tracking
0,Reintegrate flex branch into trunk
0,Using explain may double ram reqs for fieldcaches when using ValueSourceQuery/CustomScoreQuery or for ConstantScoreQuerys that use a caching Filter.
0,Speedup of CharArraySet#copy if a CharArraySet instance is passed to copy.
0,JSR 283: References and Dereferencing of Property Values
0,JSR 283: Shareable nodes support in query
0,TestIndexReaderReopen nightly build failure
0,Allow to control how payloads are merged
0,[PATCH] Javadoc correction for Scorer.java
0,add ASCIIFoldingFilter and deprecate ISOLatin1AccentFilter
0,Create new method optimize(int maxNumSegments) in IndexWriter
0,Remove write access from SegmentReader and possibly move to separate class or IndexWriter/BufferedDeletes/...
0,LuceneTestCase's uncaught exceptions handler should check for AssumptionViolatedExceptions and then not trigger test failure
0,Fix for small syntax omission in TermQuery documentation
0,CMS should default its maxThreadCount to 1 (not 3)
0,spi2dav: JSR 283 NodeType Management
0,Add org.apache.lucene.store.FSDirectory.getDirectory()
0,Add ConstantScore highlighting support to SpanScorer
0,Leftover legacy enum in IndexReader
0,JSR 283: NodeType Management
0,Remove RepositoryService.getRootId()
0,[PATCH]character encoding handling is invalid at multipart
0,Typos in MultiThreadedHttpConnectionManager
0,Make IndexReader.decRef() call refCount.decrementAndGet instead of getAndDecrement
0,The repository-1.5.dtd is not well formed
0,ServerQuery does not use RemoteAdapterFactory for creating ServerQueryResult
0,add checks to MockTokenizer to enforce proper consumption
0,Abstract JCR base classes
0,"refactor spatial contrib ""Filter"" ""Query"" classes"
0,Provide utility for handling large number of child nodes/properties
0,Support for passing an SSLContext to the SSLSocketFactory of HttpClient
0,Impl toString() in MergePolicy and its extensions
0,Add Payload retrieval to Spans
0,Get rid of backwards tags
0,"Fix wrong clover analysis because of backwards-tests, upgrade clover to 2.6.3 or better"
0,Allow setting arbitrary objects on PerfRunData
0,Avoid using BitSets in ChildAxisQuery to minimize memory usage
0,jcr-server: make auth-header configurable for JCR-Server
0,Use separate index for jcr:system tree
0,"DavMethods.POST should be public, not private"
0,Parallelize Tests
0,Create merge policy that doesn't periodically inadvertently optimize
0,Allow access to journal inside ClusterNode
0,Catch Throwables while calling TextExtractors
0,[PATCH] Binary stored fields
0,Dependency URL broken for commons-logging
0,"add FieldInvertState.numUniqueTerms, Terms.sumDocFreq"
0,Mavenize Project
0,All Analysis Consumers should use reusableTokenStream
0,Add accessor for parent to NodeInfoBuilder/PropertyInfoBuilder
0,Access cluster node id
0,Add support for custom ExecutorServices in ParallelMultiSearcher
0,SPI implementations currently need to provide implementations of both ValueFactory and QValueFactory
0,Expose BootstrapConfig in Servlets
0,Could we get a way to know if the response has been served from the cache or not ?
0,RAMDirectory not Serializable
0,Remove circular dependency between VersionManagerImpl and VersionItemStateProvider
0,BooleanQuery add public method that returns number of clauses this query
0,DbClusterTest failure due to network configuration
0,Get javadoc for the similarities package in shape
0,Tests need to clean up after themselves
0,Provide query support  for WEAKREFERENCE reverse lookup
0,add suggester that uses shortest path/wFST instead of buckets
0,Small improvements to ArrayUtil.getNextSize
0,Lower log level for index updates from queue
0,deprecate Directory.renameFile()
0,expose shutdown method in o.a.j.jndi.BindableRepository
0,crank up faceting module tests
0,[PATCH] Some Field methods use Classcast check instead of instanceof which is slow
0,"MergePolicy.OneMerge.segments should be List<SegmentInfo> not SegmentInfos, Remove Vector<SI> subclassing from SegmentInfos & more refactoring"
0,Use parallel arrays instead of PostingList objects
0,Lucene needs to ship the JUnit jar for testing
0,Position Checking Span Queries
0,jcr mapping layer does not expose node move and node copy via PersistenceManager.java
0,Occasional IndexingQueueTest failures
0,speed up core tests
0,Update link for javadocs from 1.0 to 1.3
0,[PATCH] fixes for gcj target.
0,Provide additional test coverage for HTTP and HTTPS over proxy
0,[PATCH] Indexing on Hadoop distributed file system
0,separate IndexDocValues interface from implementation
0,Large fetch sizes have potentially deleterious effects on VM memory requirements when using Oracle
0,IP address of the server of a HttpConnection
0,Avoid element arrays in PathImpl
0,Avoid String.intern() for UUID terms
0,Similarity javadocs for scoring function to relate more tightly to scoring models in effect
0,add icu-based tokenizer for unicode text segmentation
0,QueryParser support for MatchAllDocs
0,Add a constructor to org.apache.http.conn.ssl.SSLSocketFactory to allow for directly wrapping a javax.net.ssl.SSLSocketFactory socketfactory
0,TestIndexModifier.testIndexWithThreads is not valid?
0,Improve performance of MatchAllScorer
0,Do not log warning when coercing value in query is not possible
0,QueryObjectModelImpl should execute queries as SessionOperation(s)
0,Support system properties in ${...} vars in XML config files
0,Add an explicit method to invoke IndexDeletionPolicy
0,"Optimize ReadOnlyIndexReader.read(int[] docs, int[] freqs)"
0,Source release files missing the *.pom.template files
0,Spellchecker should implement java.io.Closable
0,SpanQueryFilter addition
0,Elision filter for simple french analyzing
0,Tiered flushing of DWPTs by RAM with low/high water marks
0,nightly build failed
0,"Visibility of Scorer.score(Collector, int, int) is wrong"
0,Possible slowdown of indexing/merging on 3.x vs trunk
0,Improvement to MultiValueCollectionConverterImpl to Map collections with element class Object.class
0,full text search tests use incorrect character for escaping phrases
0,Move common implementations of SPI interfaces to spi-commons module
0,NodeStateMerger.merge should abort if the primary type of the 2 states to be compare are not the same
0,Move MemoryJournal from test to main
0,SQL2 parser: Support CAST
0,Support for JNDI configuration of BundleDbPersistenceManager
0,Typos in method names in test classes (SetPropertyAssumeTypeTest)
0,Occasional testDataStoreGarbageCollection test failures
0,Collapse Searcher/Searchable/IndexSearcher; remove contrib/remote; merge PMS into IndexSearcher
0,CachingHttpClient should have similar behavior as AbstractHttpClient when executing with ResponseHandler
0,Regex support and beyond in JavaCC QueryParser
0,Demo and contrib jars should contain NOTICE.TXT and LICENSE.TXT
0,"Make ""boolean readOnly"" a required arg to IndexReader.open"
0,Add contrib libs to classpath for javadoc
0,Make Authorizable.setProperty more noisy in case of failures
0,increase maxmemory for unit tests
0,LayeredSchemeSocketFactory.createLayeredSocket() should have access to HttpParams
0,"Rework of the TermInfosReader class to remove the Terms[], TermInfos[], and the index pointer long[] and create a more memory efficient data structure."
0,Move contribs/modules away from QueryParser dependency
0,InstantiatedIndex - faster but memory consuming index
0,Add join query to Lucene
0,Deprecate org.apache.jackrabbit.api.JackrabbitNodeTypeManager in 2.0 and 1.6
0,auto close idle connections
0,httpclient build requires jdk 1.4 or jce in classpath
0,add getFinalOffset() to TokenStream
0,Move privilege reader/writer to spi-commons and use qualified names
0,Fix typos in CHANGES.txt and contrib/CHANGES.txt prior to 2.9 release
0,[PATCH] usage feedback for IndexFiles demo
0,"When using QueryWrapperFilter with CachingWrapperFilter, QueryWrapperFilter returns a DocIdSet that creates a Scorer, which gets cached rather than a bit set"
0,Remove (deprecated) ExtendedFieldCache and Auto/Custom caches and lot's of deprecated sort logic
0,Use the remote-resources-plugin to add LICENSE and NOTICE files to binaries
0,Add settings to IWC to optimize IDV indices for CPU or RAM respectivly
0,"In 3.x branch (starting with 3.4) the IndexFormatTooOldException was backported, but the error message was not modified for 3.x"
0,deprecate IndexWriter.addIndexes(Directory[])
0,Unreachable catch block for NameException in ValueConstraint.java
0,Deprecate and remove ShingleMatrixFilter
0,Deprecate and replace SimpleHttpConnection with the SimpleHttpServer based testing framework
0,HttpMime StringBody constructor throws specification unnecessarily declares UnsupportedEncodingException
0,Remove deprecated methods in CompoundTokenFilters
0,Document order of result nodes should be configurable
0,Introduce SessionInfo parameter for AbstractRepositoryService.createRootNodeDefinition()  
0,Improve PhraseQuery.toString()
0,move SmartChineseAnalyzer into the smartcn package
0,Unnecessary hasItemState() call in SessionItemStateManager
0,Jcr-Server: remove jcr depedency from dav-library
0,move intblock/sep codecs into test
0,Tests not executable for already present mixins
0,Incorrect link on Apache Jackrabbit Welcome homepage
0,DocumentsWriter.applyDeletes should not create TermDocs or IndexSearcher if not needed
0,SPI: prefer 'Iterator' instead of specialized subclasses
0,Make it possible to configure Lucene Analyzer for SearchIndex
0,Setup nightly builds for Jackrabbit
0,Deprecate/remove language-specific tokenizers in favor of StandardTokenizer
0,Deprecate BLOBStore (use the DataStore instead)
0,Remove old hooks for the implementation of hard links
0,Buffered output to socket
0,consolidate FieldCache and ExtendedFieldCache instances
0,Add matchVersion to StandardAnalyzer
0,jackrabbit-webapp facelift
0,paging collector
0,"Replacement for TermAttribute+Impl with extended capabilities (byte[] support, CharSequence, Appendable)"
0,"""JCR levels"" link on http://jackrabbit.apache.org/doc/index.html broken"
0,Test case for RTFTextExtractor
0,Maintain norms in a single file .nrm
0,PostMethod Java doc refers to wrong section of RFC1945
0,Tests fail with NoClassDefFoundError: org/w3c/dom/ranges/DocumentRange
0,Refactoring of FilteredTermsEnum and MultiTermQuery
0,Fix buggy stemmers and Remove duplicate analysis functionality
0,Remove Hits
0,Jcr2Spi: Avoid extra round trip to the SPI upon Node.getNode and Session.getItem
0,Jcr2Spi: Unneeded call to getPropertyInfo upon creating a new NodeState
0,convert automaton to char[] based processing and TermRef / TermsEnum api
0,"Add link to ""Benchmarking the HttpClient Caching Module"" article from Comcast Interactive Media"
0,Commit volatile index to disc after some configurable idle time
0,Distribution of commons classes
0,org.apache.jackrabbit.core.query.lucene.SearchIndex with in-memory lucene index
0,Unique ID for org.apache.jackrabbit.value.BinaryValue
0,Make it possible to get multiple nodes in one call via davex
0,use VersionInfo of core
0,remove unused code in SmartChineseAnalyzer hmm pkg
0,Clean up spi-commons pom.xml
0,Indexing performance tests with realtime branch
0,Allow to disable referential integrity checking for workspace
0,Add plugable mechanism for import/export of webdav-server
0,Logging per test case
0,Deprecate SimilarityDelegator and Similarity.lengthNorm
0,Directory createOutput and openInput should take an IOContext
0,TestCachingSpanFilter sometimes fails
0,DisjunctionScorer
0,Setup nightly build website links and docs
0,Improve error messages for index aggregates
0,"contrib/benchmark:  configurable HTML Parser, external classes to path, exhaustive doc maker"
0,Unable to get the status line from a http method object
0,JSR 283: Simple versioning
0,support array/offset/ length setters for Field with binary data
0,Omit default BatchReadConfig in Spi2davexRepositoryServiceFactory
0,Make WordDelimiterFilter's instantiation more readable
0,DirectoryTaxonomyWriter should throw a proper exception if it was closed
0,Setting CONNECTION_TIMEOUT and SO_TIMEOUT on a per-method basis
0,Move hasVectors() & hasProx() responsibility out of SegmentInfo to FieldInfos 
0,ByteArrayBody as an alternative to InputStreamBody
0,caching module should use HttpParams-style configuration
0,configurable MultiTermQuery TopTermsScoringBooleanRewrite pq size
0,javacc-maven-plugin version in jackrabbit-core pom file
0,Build should enable unchecked warnings in javac
0,[PATCH] Performance improvement to DisjunctionSumScorer
0,HttpState should have methods for clearing all cookies and credentials
0,ConfigurationException constructors are package private
0,Lazy field loading breaks backward compat
0,Two-stage state expansion for the FST: distance-from-root and child-count criteria.
0,reorganize contrib modules
0,o.a.l.messages should be moved to core
0,Remove norms() support from non-atomic IndexReaders
0,Typo in PropertyDefinitionTemplate
0,Nuke SpanFilters and CachingSpanFilter (maybe move to sandbox)
0,SessionImpl#isSupportedOption: Skip descriptor evaluation if descriptor has not been loaded
0,"NRTCachingDirectory, to buffer small segments in a RAMDir"
0,JSR 283: New Event Types
0,"Rename ""Version Managers"""
0,Support contains queries with wildcard prefix
0,Change SortField types to an Enum
0,"drop java 5 ""support"""
0,expose PM for versioning manager so that the consistency check can be run from test cases
0,Improved background text extraction
0,Change project names to start with jackrabbit
0,improve documentation of SPI Batch addProperty
0,"IfHeader: Incorrect test for parsing keyword ""not"" in parseIfList"
0,Wrong javadoc on LowerCaseTokenizer.normalize
0,Incorrect license headers in multiple components
0,misleading lack of javadoc in StringRequestEntity
0,improve HttpRoute API
0,Small imprecision in Search package Javadocs
0,Add optional packing to FST building
0,Slightly more readable code in Token/TermAttributeImpl
0,No support for Oracle schemas
0,"Architecture Diagrams needed for Lucene, Solr and Nutch"
0,implement PERSIST events for the EventJournal
0,Expose registered node types below /jcr:system/jcr:nodeTypes
0,Remove jdk 1.4 restriction for jcr-tests
0,"NTLM implementation lacks support for NTLMv1, NTLMv2, and NTLM2 Session forms of NTLM"
0,Lower log level in o.a.j.jcr2spi.query.NodeIteratorImpl
0,Add a serializing content handler
0,Provide Date Header Util Methods
0,Remove unused method RedoLog.clear()
0,Lucene's nightly Hudson builds don't have svn version in MANIFEST.MF
0,JSR 283: Identifier based event filtering
0,Confusing code line
0,Patch for ShingleFilter.enablePositions (or PositionFilter)
0,JcrRemotingServlet should interpolate system properties in the home init-param
0,Replace customized QueryParser.jjt
0,PersistenceManager API change breaks backward compatibility
0,Integrate IndexReader with IndexWriter 
0,"Enhanced JCR remoting (extending webdav SPI impl, basic remoting servlet)"
0,Add ability to run backwards-compatibility tests automatically
0,Make the Payload Boosting Queries consistent
0,Default KuromojiAnalyzer to use search mode
0,Demo targets for running the demo
0,Add a simple FST impl to Lucene
0,Payload Queries
0,Allow MergePolicy to select non-contiguous merges
0,Support only-if-cached directive
0,Improvements to contrib.benchmark for TREC collections
0,Replace TrackingInpuStream with Commons IO
0,Support multiple proxies
0,jcr2spi: use jcr names and path for log and exception message
0,user need a way to control cookie policy
0,Make FSIndexInput and FSIndexOutput inner classes of FSDirectory
0,MultiPhraseQuery should allow access to terms
0,augment logging information around CachingEntryCollector
0,rep:excerpt() should also work on properties
0,Annotation based implementation of jackrabbit ocm
0,allow specifying -Dbootclasspath for javac/javadocs
0,Remove WARN logs for missing text extractors
0,review TSCCM for spurious wakeups
0,remove TermVectorsWriter (it's no longer used)
0,Include generated website in the distribution
0,Extend FieldCache architecture to multiple Values
0,[API Doc] Document exceptions thrown on execute methods
0,IOContext should be part of the SegmentReader cache key 
0,"pass liveDocs Bits down in scorercontext, instead of Weights pulling from the reader "
0,ReadOnlyIndexReaders are re-created on every access
0,javacc ant task for contrib/misc precedence query parser
0,Index update overhead on cluster slave due to JCR-905
0,Chunked transfer encoding not isolated from application.
0,Minor spi2dav ExceptionConverter improvements
0,Include OCM in the main Jackrabbit build when using Java 5
0,Config: make all elements in the security configuration optional
0,Stop text extraction when the maxFieldLength limit is reached
0,"Allow QP subclasses to support Wildcard Queries with leading ""*"""
0,bad java practices which affect performance (result of code inspection)
0,Review pck names in the others ocm subprojects
0,discrepancy in getTermFreqVector-methods 
0,BasicResponseHandler Javadoc Needs Clarification
0,Make QueryAutoStopWordAnalyzer immutable and reusable
